"provinsi","daerah","jenis","tahun","peng"
"KEP. RIAU","PERDESAAN","NONMAKANAN",2018,496566
"KEP. RIAU","PERDESAAN","NONMAKANAN",2019,499045
"KEP. RIAU","PERDESAAN","NONMAKANAN",2020,520509
"KEP. RIAU","PERDESAAN","NONMAKANAN",2021,518795
"KEP. RIAU","PERDESAAN","NONMAKANAN",2022,515616
"KEP. RIAU","PERDESAAN","TOTAL",2007,393909
"KEP. RIAU","PERDESAAN","TOTAL",2008,423212
"KEP. RIAU","PERDESAAN","TOTAL",2009,498205
"KEP. RIAU","PERDESAAN","TOTAL",2010,551287
"KEP. RIAU","PERDESAAN","TOTAL",2011,676699
"KEP. RIAU","PERDESAAN","TOTAL",2012,733610
"KEP. RIAU","PERDESAAN","TOTAL",2013,753834
"KEP. RIAU","PERDESAAN","TOTAL",2014,826358
"KEP. RIAU","PERDESAAN","TOTAL",2015,885086
"KEP. RIAU","PERDESAAN","TOTAL",2016,966127
"KEP. RIAU","PERDESAAN","TOTAL",2017,1005233
"KEP. RIAU","PERDESAAN","TOTAL",2018,1086852
"KEP. RIAU","PERDESAAN","TOTAL",2019,1109078
"KEP. RIAU","PERDESAAN","TOTAL",2020,1143743
"KEP. RIAU","PERDESAAN","TOTAL",2021,1164695
"KEP. RIAU","PERDESAAN","TOTAL",2022,1188137
"KEP. RIAU","PERKOTAAN","MAKANAN",2007,267165
"KEP. RIAU","PERKOTAAN","MAKANAN",2008,301036
"KEP. RIAU","PERKOTAAN","MAKANAN",2009,330344
"KEP. RIAU","PERKOTAAN","MAKANAN",2010,388302
"KEP. RIAU","PERKOTAAN","MAKANAN",2011,437751
"KEP. RIAU","PERKOTAAN","MAKANAN",2012,481921
"KEP. RIAU","PERKOTAAN","MAKANAN",2013,524552
"KEP. RIAU","PERKOTAAN","MAKANAN",2014,592970
"KEP. RIAU","PERKOTAAN","MAKANAN",2015,625859
"KEP. RIAU","PERKOTAAN","MAKANAN",2016,714538
"KEP. RIAU","PERKOTAAN","MAKANAN",2017,794255
"KEP. RIAU","PERKOTAAN","MAKANAN",2018,774057
"KEP. RIAU","PERKOTAAN","MAKANAN",2019,809149
"KEP. RIAU","PERKOTAAN","MAKANAN",2020,819974
"KEP. RIAU","PERKOTAAN","MAKANAN",2021,842908
"KEP. RIAU","PERKOTAAN","MAKANAN",2022,868121
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2007,358745
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2008,381144
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2009,375648
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2010,410110
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2011,514845
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2012,572809
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2013,653772
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2014,764558
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2015,809066
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2016,842368
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2017,869299
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2018,881087
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2019,1044092
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2020,1023031
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2021,1068082
"KEP. RIAU","PERKOTAAN","NONMAKANAN",2022,1044718
"KEP. RIAU","PERKOTAAN","TOTAL",2007,625910
"KEP. RIAU","PERKOTAAN","TOTAL",2008,682181
"KEP. RIAU","PERKOTAAN","TOTAL",2009,705993
"KEP. RIAU","PERKOTAAN","TOTAL",2010,798412
"KEP. RIAU","PERKOTAAN","TOTAL",2011,952596
"KEP. RIAU","PERKOTAAN","TOTAL",2012,1054730
"KEP. RIAU","PERKOTAAN","TOTAL",2013,1178323
"KEP. RIAU","PERKOTAAN","TOTAL",2014,1357528
"KEP. RIAU","PERKOTAAN","TOTAL",2015,1434924
"KEP. RIAU","PERKOTAAN","TOTAL",2016,1556906
"KEP. RIAU","PERKOTAAN","TOTAL",2017,1663555
"KEP. RIAU","PERKOTAAN","TOTAL",2018,1655145
"KEP. RIAU","PERKOTAAN","TOTAL",2019,1853241
"KEP. RIAU","PERKOTAAN","TOTAL",2020,1843005
"KEP. RIAU","PERKOTAAN","TOTAL",2021,1910991
"KEP. RIAU","PERKOTAAN","TOTAL",2022,1912840
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2011,431248
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2012,470371
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2013,508569
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2014,574814
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2015,602071
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2016,681525
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2017,759543
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2018,747943
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2019,789056
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2020,800424
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2021,828206
"KEP. RIAU","PERDESAANPERKOTAAN","MAKANAN",2022,846221
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2011,473543
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2012,527422
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2013,591696
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2014,696748
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2015,742641
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2016,783597
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2017,805333
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2018,826447
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2019,989093
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2020,973096
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2021,1027089
"KEP. RIAU","PERDESAANPERKOTAAN","NONMAKANAN",2022,985478
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2011,904790
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2012,997793
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2013,1100265
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2014,1271562
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2015,1344712
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2016,1465121
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2017,1564877
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2018,1574391
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2019,1778150
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2020,1773521
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2021,1855295
"KEP. RIAU","PERDESAANPERKOTAAN","TOTAL",2022,1831700
"DKI JAKARTA","PERDESAAN","MAKANAN",2007,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2008,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2009,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2010,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2011,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2012,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2013,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2014,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2015,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2016,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2017,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2018,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2019,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2020,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2021,NA
"DKI JAKARTA","PERDESAAN","MAKANAN",2022,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2007,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2008,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2009,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2010,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2011,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2012,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2013,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2014,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2015,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2016,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2017,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2018,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2019,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2020,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2021,NA
"DKI JAKARTA","PERDESAAN","NONMAKANAN",2022,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2007,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2008,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2009,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2010,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2011,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2012,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2013,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2014,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2015,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2016,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2017,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2018,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2019,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2020,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2021,NA
"DKI JAKARTA","PERDESAAN","TOTAL",2022,NA
"DKI JAKARTA","PERKOTAAN","MAKANAN",2007,272821
"DKI JAKARTA","PERKOTAAN","MAKANAN",2008,313878
"DKI JAKARTA","PERKOTAAN","MAKANAN",2009,357934
"DKI JAKARTA","PERKOTAAN","MAKANAN",2010,398782
"DKI JAKARTA","PERKOTAAN","MAKANAN",2011,457669
"DKI JAKARTA","PERKOTAAN","MAKANAN",2012,519028
"DKI JAKARTA","PERKOTAAN","MAKANAN",2013,603269
"DKI JAKARTA","PERKOTAAN","MAKANAN",2014,623186
"DKI JAKARTA","PERKOTAAN","MAKANAN",2015,615486
"DKI JAKARTA","PERKOTAAN","MAKANAN",2016,692206
"DKI JAKARTA","PERKOTAAN","MAKANAN",2017,797828
"DKI JAKARTA","PERKOTAAN","MAKANAN",2018,847846
"DKI JAKARTA","PERKOTAAN","MAKANAN",2019,877448
"DKI JAKARTA","PERKOTAAN","MAKANAN",2020,944687
"DKI JAKARTA","PERKOTAAN","MAKANAN",2021,923932
"DKI JAKARTA","PERKOTAAN","MAKANAN",2022,953320
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2007,500586
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2008,549789
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2009,580449
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2010,625432
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2011,898019
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2012,884071
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2013,925160
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2014,1085089
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2015,1157945
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2016,1184441
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2017,1199617
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2018,1191309
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2019,1278663
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2020,1313304
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2021,1412496
"DKI JAKARTA","PERKOTAAN","NONMAKANAN",2022,1572026
"DKI JAKARTA","PERKOTAAN","TOTAL",2007,773407
"DKI JAKARTA","PERKOTAAN","TOTAL",2008,863667
"DKI JAKARTA","PERKOTAAN","TOTAL",2009,938383
"DKI JAKARTA","PERKOTAAN","TOTAL",2010,1024214
"DKI JAKARTA","PERKOTAAN","TOTAL",2011,1355688
"DKI JAKARTA","PERKOTAAN","TOTAL",2012,1403098
"DKI JAKARTA","PERKOTAAN","TOTAL",2013,1528429
"DKI JAKARTA","PERKOTAAN","TOTAL",2014,1708275
"DKI JAKARTA","PERKOTAAN","TOTAL",2015,1773431
"DKI JAKARTA","PERKOTAAN","TOTAL",2016,1876647
"DKI JAKARTA","PERKOTAAN","TOTAL",2017,1997446
"DKI JAKARTA","PERKOTAAN","TOTAL",2018,2039157
"DKI JAKARTA","PERKOTAAN","TOTAL",2019,2156112
"DKI JAKARTA","PERKOTAAN","TOTAL",2020,2257991
"DKI JAKARTA","PERKOTAAN","TOTAL",2021,2336429
"DKI JAKARTA","PERKOTAAN","TOTAL",2022,2525347
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2011,457669
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2012,519028
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2013,603269
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2014,623186
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2015,615486
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2016,692207
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2017,797828
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2018,847846
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2019,877448
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2020,944687
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2021,923932
"DKI JAKARTA","PERDESAANPERKOTAAN","MAKANAN",2022,953320
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2011,898019
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2012,884071
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2013,925160
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2014,1085089
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2015,1157945
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2016,1184441
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2017,1199617
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2018,1191309
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2019,1278663
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2020,1313304
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2021,1412496
"DKI JAKARTA","PERDESAANPERKOTAAN","NONMAKANAN",2022,1572026
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2011,1355688
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2012,1403098
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2013,1528429
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2014,1708275
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2015,1773431
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2016,1876648
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2017,1997446
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2018,2039157
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2019,2156112
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2020,2257991
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2021,2336429
"DKI JAKARTA","PERDESAANPERKOTAAN","TOTAL",2022,2525347
"JAWA BARAT","PERDESAAN","MAKANAN",2007,153304
"JAWA BARAT","PERDESAAN","MAKANAN",2008,165387
"JAWA BARAT","PERDESAAN","MAKANAN",2009,192426
"JAWA BARAT","PERDESAAN","MAKANAN",2010,222277
"JAWA BARAT","PERDESAAN","MAKANAN",2011,250476
"JAWA BARAT","PERDESAAN","MAKANAN",2012,265181
"JAWA BARAT","PERDESAAN","MAKANAN",2013,291786
"JAWA BARAT","PERDESAAN","MAKANAN",2014,328238
"JAWA BARAT","PERDESAAN","MAKANAN",2015,378794
"JAWA BARAT","PERDESAAN","MAKANAN",2016,395806
"JAWA BARAT","PERDESAAN","MAKANAN",2017,484115
"JAWA BARAT","PERDESAAN","MAKANAN",2018,529194
"JAWA BARAT","PERDESAAN","MAKANAN",2019,533831
"JAWA BARAT","PERDESAAN","MAKANAN",2020,568464
"JAWA BARAT","PERDESAAN","MAKANAN",2021,602593
"JAWA BARAT","PERDESAAN","MAKANAN",2022,630058
"JAWA BARAT","PERDESAAN","NONMAKANAN",2007,103853
"JAWA BARAT","PERDESAAN","NONMAKANAN",2008,115067
"JAWA BARAT","PERDESAAN","NONMAKANAN",2009,131846
"JAWA BARAT","PERDESAAN","NONMAKANAN",2010,145100
"JAWA BARAT","PERDESAAN","NONMAKANAN",2011,168911
"JAWA BARAT","PERDESAAN","NONMAKANAN",2012,165944
"JAWA BARAT","PERDESAAN","NONMAKANAN",2013,177333
"JAWA BARAT","PERDESAAN","NONMAKANAN",2014,232544
"JAWA BARAT","PERDESAAN","NONMAKANAN",2015,274900
"JAWA BARAT","PERDESAAN","NONMAKANAN",2016,298301
"JAWA BARAT","PERDESAAN","NONMAKANAN",2017,322523
"JAWA BARAT","PERDESAAN","NONMAKANAN",2018,357131
"JAWA BARAT","PERDESAAN","NONMAKANAN",2019,380464
"JAWA BARAT","PERDESAAN","NONMAKANAN",2020,409189
"JAWA BARAT","PERDESAAN","NONMAKANAN",2021,406828
"JAWA BARAT","PERDESAAN","NONMAKANAN",2022,426145
"JAWA BARAT","PERDESAAN","TOTAL",2007,257157
"JAWA BARAT","PERDESAAN","TOTAL",2008,280454
"JAWA BARAT","PERDESAAN","TOTAL",2009,324273
"JAWA BARAT","PERDESAAN","TOTAL",2010,367377
"JAWA BARAT","PERDESAAN","TOTAL",2011,419387
"JAWA BARAT","PERDESAAN","TOTAL",2012,431125
"JAWA BARAT","PERDESAAN","TOTAL",2013,469119
"JAWA BARAT","PERDESAAN","TOTAL",2014,560782
"JAWA BARAT","PERDESAAN","TOTAL",2015,653694
"JAWA BARAT","PERDESAAN","TOTAL",2016,694106
"JAWA BARAT","PERDESAAN","TOTAL",2017,806638
"JAWA BARAT","PERDESAAN","TOTAL",2018,886325
"JAWA BARAT","PERDESAAN","TOTAL",2019,914296
"JAWA BARAT","PERDESAAN","TOTAL",2020,977654
"JAWA BARAT","PERDESAAN","TOTAL",2021,1009421
"JAWA BARAT","PERDESAAN","TOTAL",2022,1056204
"JAWA BARAT","PERKOTAAN","MAKANAN",2007,199577
"JAWA BARAT","PERKOTAAN","MAKANAN",2008,223205
"JAWA BARAT","PERKOTAAN","MAKANAN",2009,239201
"JAWA BARAT","PERKOTAAN","MAKANAN",2010,278285
"JAWA BARAT","PERKOTAAN","MAKANAN",2011,322195
"JAWA BARAT","PERKOTAAN","MAKANAN",2012,380259
"JAWA BARAT","PERKOTAAN","MAKANAN",2013,413777
"JAWA BARAT","PERKOTAAN","MAKANAN",2014,406530
"JAWA BARAT","PERKOTAAN","MAKANAN",2015,448748
"JAWA BARAT","PERKOTAAN","MAKANAN",2016,514628
"JAWA BARAT","PERKOTAAN","MAKANAN",2017,593467
"JAWA BARAT","PERKOTAAN","MAKANAN",2018,626039
"JAWA BARAT","PERKOTAAN","MAKANAN",2019,659200
"JAWA BARAT","PERKOTAAN","MAKANAN",2020,682461
"JAWA BARAT","PERKOTAAN","MAKANAN",2021,698336
"JAWA BARAT","PERKOTAAN","MAKANAN",2022,729521
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2007,244837
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2008,255333
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2009,289004
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2010,293690
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2011,385386
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2012,385707
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2013,447852
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2014,505206
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2015,566242
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2016,599330
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2017,625683
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2018,707932
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2019,715976
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2020,748323
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2021,776090
"JAWA BARAT","PERKOTAAN","NONMAKANAN",2022,810707
"JAWA BARAT","PERKOTAAN","TOTAL",2007,444414
"JAWA BARAT","PERKOTAAN","TOTAL",2008,478538
"JAWA BARAT","PERKOTAAN","TOTAL",2009,528206
"JAWA BARAT","PERKOTAAN","TOTAL",2010,571975
"JAWA BARAT","PERKOTAAN","TOTAL",2011,707581
"JAWA BARAT","PERKOTAAN","TOTAL",2012,765967
"JAWA BARAT","PERKOTAAN","TOTAL",2013,861629
"JAWA BARAT","PERKOTAAN","TOTAL",2014,911736
"JAWA BARAT","PERKOTAAN","TOTAL",2015,1014991
"JAWA BARAT","PERKOTAAN","TOTAL",2016,1113959
"JAWA BARAT","PERKOTAAN","TOTAL",2017,1219151
"JAWA BARAT","PERKOTAAN","TOTAL",2018,1333971
"JAWA BARAT","PERKOTAAN","TOTAL",2019,1375176
"JAWA BARAT","PERKOTAAN","TOTAL",2020,1430785
"JAWA BARAT","PERKOTAAN","TOTAL",2021,1474426
"JAWA BARAT","PERKOTAAN","TOTAL",2022,1540228
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2011,297590
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2012,340757
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2013,371881
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2014,380224
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2015,425883
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2016,477814
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2017,562766
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2018,600966
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2019,629740
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2020,655838
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2021,677382
"JAWA BARAT","PERDESAANPERKOTAAN","MAKANAN",2022,708389
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2011,311118
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2012,310270
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2013,354946
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2014,413592
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2015,471012
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2016,506063
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2017,540570
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2018,617111
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2019,637135
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2020,669121
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2021,695276
"JAWA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2022,729004
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2011,608708
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2012,651026
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2013,726828
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2014,793816
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2015,896895
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2016,983877
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2017,1103337
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2018,1218079
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2019,1266876
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2020,1324959
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2021,1372659
"JAWA BARAT","PERDESAANPERKOTAAN","TOTAL",2022,1437394
"JAWA TENGAH","PERDESAAN","MAKANAN",2007,125262
"JAWA TENGAH","PERDESAAN","MAKANAN",2008,138660
"JAWA TENGAH","PERDESAAN","MAKANAN",2009,156775
"JAWA TENGAH","PERDESAAN","MAKANAN",2010,183675
"JAWA TENGAH","PERDESAAN","MAKANAN",2011,213285
"JAWA TENGAH","PERDESAAN","MAKANAN",2012,226102
"JAWA TENGAH","PERDESAAN","MAKANAN",2013,255204
"JAWA TENGAH","PERDESAAN","MAKANAN",2014,302267
"JAWA TENGAH","PERDESAAN","MAKANAN",2015,313724
"JAWA TENGAH","PERDESAAN","MAKANAN",2016,337788
"JAWA TENGAH","PERDESAAN","MAKANAN",2017,399848
"JAWA TENGAH","PERDESAAN","MAKANAN",2018,429085
"JAWA TENGAH","PERDESAAN","MAKANAN",2019,436512
"JAWA TENGAH","PERDESAAN","MAKANAN",2020,456030
"JAWA TENGAH","PERDESAAN","MAKANAN",2021,479366
"JAWA TENGAH","PERDESAAN","MAKANAN",2022,532973
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2007,100177
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2008,106800
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2009,123283
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2010,144292
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2011,180606
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2012,181006
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2013,201336
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2014,238331
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2015,277509
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2016,297503
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2017,320185
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2018,381834
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2019,388547
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2020,420783
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2021,422937
"JAWA TENGAH","PERDESAAN","NONMAKANAN",2022,433964
"JAWA TENGAH","PERDESAAN","TOTAL",2007,225439
"JAWA TENGAH","PERDESAAN","TOTAL",2008,245461
"JAWA TENGAH","PERDESAAN","TOTAL",2009,280057
"JAWA TENGAH","PERDESAAN","TOTAL",2010,327967
"JAWA TENGAH","PERDESAAN","TOTAL",2011,393891
"JAWA TENGAH","PERDESAAN","TOTAL",2012,407109
"JAWA TENGAH","PERDESAAN","TOTAL",2013,456540
"JAWA TENGAH","PERDESAAN","TOTAL",2014,540598
