"provinsi","jenis","daerah","tahun","periode","gk"
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2015,"MARET",365336
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2015,"SEPTEMBER",378739
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2016,"MARET",388060
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2016,"SEPTEMBER",400159
"SUMATERA SELATAN","TOTAL","PERDESAAN",2015,"MARET",305581
"SUMATERA SELATAN","TOTAL","PERDESAAN",2015,"SEPTEMBER",319994
"SUMATERA SELATAN","TOTAL","PERDESAAN",2016,"MARET",331570
"SUMATERA SELATAN","TOTAL","PERDESAAN",2016,"SEPTEMBER",339874
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2015,"MARET",326905
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2015,"SEPTEMBER",340958
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2016,"MARET",351984
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2016,"SEPTEMBER",361697
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2017,"MARET",410532
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2017,"SEPTEMBER",417828
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2018,"MARET",437983
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2018,"SEPTEMBER",441049
"SUMATERA SELATAN","TOTAL","PERDESAAN",2017,"MARET",347520
"SUMATERA SELATAN","TOTAL","PERDESAAN",2017,"SEPTEMBER",356020
"SUMATERA SELATAN","TOTAL","PERDESAAN",2018,"MARET",374527
"SUMATERA SELATAN","TOTAL","PERDESAAN",2018,"SEPTEMBER",379052
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2017,"MARET",370059
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2017,"SEPTEMBER",378248
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2018,"MARET",397149
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2018,"SEPTEMBER",400785
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2019,"MARET",446706
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2019,"SEPTEMBER",461122
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2020,"MARET",469551
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2020,"SEPTEMBER",470800
"SUMATERA SELATAN","TOTAL","PERDESAAN",2019,"MARET",389786
"SUMATERA SELATAN","TOTAL","PERDESAAN",2019,"SEPTEMBER",406006
"SUMATERA SELATAN","TOTAL","PERDESAAN",2020,"MARET",421650
"SUMATERA SELATAN","TOTAL","PERDESAAN",2020,"SEPTEMBER",424369
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2019,"MARET",410532
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2019,"SEPTEMBER",425808
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2020,"MARET",439042
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2020,"SEPTEMBER",441259
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2021,"MARET",485439
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2021,"SEPTEMBER",491658
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2022,"MARET",515925
"SUMATERA SELATAN","TOTAL","PERKOTAAN",2022,"SEPTEMBER",548455
"SUMATERA SELATAN","TOTAL","PERDESAAN",2021,"MARET",441415
"SUMATERA SELATAN","TOTAL","PERDESAAN",2021,"SEPTEMBER",446678
"SUMATERA SELATAN","TOTAL","PERDESAAN",2022,"MARET",467139
"SUMATERA SELATAN","TOTAL","PERDESAAN",2022,"SEPTEMBER",493882
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2021,"MARET",457455
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2021,"SEPTEMBER",463251
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2022,"MARET",485069
"SUMATERA SELATAN","TOTAL","PERDESAANPERKOTAAN",2022,"SEPTEMBER",513524
"BENGKULU","MAKANAN","PERKOTAAN",2015,"MARET",288387
"BENGKULU","MAKANAN","PERKOTAAN",2015,"SEPTEMBER",313872
"BENGKULU","MAKANAN","PERKOTAAN",2016,"MARET",315710
"BENGKULU","MAKANAN","PERKOTAAN",2016,"SEPTEMBER",335957
"BENGKULU","MAKANAN","PERDESAAN",2015,"MARET",303059
"BENGKULU","MAKANAN","PERDESAAN",2015,"SEPTEMBER",329667
"BENGKULU","MAKANAN","PERDESAAN",2016,"MARET",333753
"BENGKULU","MAKANAN","PERDESAAN",2016,"SEPTEMBER",335624
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2015,"MARET",298505
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",324764
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2016,"MARET",324851
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",335717
"BENGKULU","MAKANAN","PERKOTAAN",2017,"MARET",350441
"BENGKULU","MAKANAN","PERKOTAAN",2017,"SEPTEMBER",361375
"BENGKULU","MAKANAN","PERKOTAAN",2018,"MARET",380731
"BENGKULU","MAKANAN","PERKOTAAN",2018,"SEPTEMBER",388650
"BENGKULU","MAKANAN","PERDESAAN",2017,"MARET",341275
"BENGKULU","MAKANAN","PERDESAAN",2017,"SEPTEMBER",352385
"BENGKULU","MAKANAN","PERDESAAN",2018,"MARET",356600
"BENGKULU","MAKANAN","PERDESAAN",2018,"SEPTEMBER",356972
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2017,"MARET",343868
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",355033
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2018,"MARET",363700
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",366889
"BENGKULU","MAKANAN","PERKOTAAN",2019,"MARET",393835
"BENGKULU","MAKANAN","PERKOTAAN",2019,"SEPTEMBER",422120
"BENGKULU","MAKANAN","PERKOTAAN",2020,"MARET",423966
"BENGKULU","MAKANAN","PERKOTAAN",2020,"SEPTEMBER",426542
"BENGKULU","MAKANAN","PERDESAAN",2019,"MARET",358509
"BENGKULU","MAKANAN","PERDESAAN",2019,"SEPTEMBER",369733
"BENGKULU","MAKANAN","PERDESAAN",2020,"MARET",374440
"BENGKULU","MAKANAN","PERDESAAN",2020,"SEPTEMBER",377325
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2019,"MARET",369211
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",384886
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2020,"MARET",389613
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",392261
"BENGKULU","MAKANAN","PERKOTAAN",2021,"MARET",449159
"BENGKULU","MAKANAN","PERKOTAAN",2021,"SEPTEMBER",462886
"BENGKULU","MAKANAN","PERKOTAAN",2022,"MARET",480128
"BENGKULU","MAKANAN","PERKOTAAN",2022,"SEPTEMBER",508068
"BENGKULU","MAKANAN","PERDESAAN",2021,"MARET",386776
"BENGKULU","MAKANAN","PERDESAAN",2021,"SEPTEMBER",405341
"BENGKULU","MAKANAN","PERDESAAN",2022,"MARET",416744
"BENGKULU","MAKANAN","PERDESAAN",2022,"SEPTEMBER",437286
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2021,"MARET",405468
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",423264
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2022,"MARET",435393
"BENGKULU","MAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",457885
"BENGKULU","NONMAKANAN","PERKOTAAN",2015,"MARET",109102
"BENGKULU","NONMAKANAN","PERKOTAAN",2015,"SEPTEMBER",111770
"BENGKULU","NONMAKANAN","PERKOTAAN",2016,"MARET",114862
"BENGKULU","NONMAKANAN","PERKOTAAN",2016,"SEPTEMBER",122478
"BENGKULU","NONMAKANAN","PERDESAAN",2015,"MARET",69112
"BENGKULU","NONMAKANAN","PERDESAAN",2015,"SEPTEMBER",74513
"BENGKULU","NONMAKANAN","PERDESAAN",2016,"MARET",76110
"BENGKULU","NONMAKANAN","PERDESAAN",2016,"SEPTEMBER",91690
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2015,"MARET",81523
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",86076
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2016,"MARET",91576
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",101468
"BENGKULU","NONMAKANAN","PERKOTAAN",2017,"MARET",127360
"BENGKULU","NONMAKANAN","PERKOTAAN",2017,"SEPTEMBER",129101
"BENGKULU","NONMAKANAN","PERKOTAAN",2018,"MARET",136223
"BENGKULU","NONMAKANAN","PERKOTAAN",2018,"SEPTEMBER",142003
"BENGKULU","NONMAKANAN","PERDESAAN",2017,"MARET",97067
"BENGKULU","NONMAKANAN","PERDESAAN",2017,"SEPTEMBER",97472
"BENGKULU","NONMAKANAN","PERDESAAN",2018,"MARET",108824
"BENGKULU","NONMAKANAN","PERDESAAN",2018,"SEPTEMBER",117037
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2017,"MARET",106779
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",107735
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2018,"MARET",117725
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",125225
"BENGKULU","NONMAKANAN","PERKOTAAN",2019,"MARET",144674
"BENGKULU","NONMAKANAN","PERKOTAAN",2019,"SEPTEMBER",146663
"BENGKULU","NONMAKANAN","PERKOTAAN",2020,"MARET",149257
"BENGKULU","NONMAKANAN","PERKOTAAN",2020,"SEPTEMBER",150379
"BENGKULU","NONMAKANAN","PERDESAAN",2019,"MARET",123409
"BENGKULU","NONMAKANAN","PERDESAAN",2019,"SEPTEMBER",129890
"BENGKULU","NONMAKANAN","PERDESAAN",2020,"MARET",131570
"BENGKULU","NONMAKANAN","PERDESAAN",2020,"SEPTEMBER",132162
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2019,"MARET",130449
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",135407
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2020,"MARET",137419
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",138121
"BENGKULU","NONMAKANAN","PERKOTAAN",2021,"MARET",155110
"BENGKULU","NONMAKANAN","PERKOTAAN",2021,"SEPTEMBER",161688
"BENGKULU","NONMAKANAN","PERKOTAAN",2022,"MARET",167708
"BENGKULU","NONMAKANAN","PERKOTAAN",2022,"SEPTEMBER",178155
"BENGKULU","NONMAKANAN","PERDESAAN",2021,"MARET",137716
"BENGKULU","NONMAKANAN","PERDESAAN",2021,"SEPTEMBER",142987
"BENGKULU","NONMAKANAN","PERDESAAN",2022,"MARET",149208
"BENGKULU","NONMAKANAN","PERDESAAN",2022,"SEPTEMBER",162687
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2021,"MARET",143466
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",149191
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2022,"MARET",155362
"BENGKULU","NONMAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",167767
"BENGKULU","TOTAL","PERKOTAAN",2013,"MARET",328972
"BENGKULU","TOTAL","PERKOTAAN",2013,"SEPTEMBER",358294
"BENGKULU","TOTAL","PERKOTAAN",2014,"MARET",362614
"BENGKULU","TOTAL","PERKOTAAN",2014,"SEPTEMBER",378881
"BENGKULU","TOTAL","PERDESAAN",2013,"MARET",281468
"BENGKULU","TOTAL","PERDESAAN",2013,"SEPTEMBER",313265
"BENGKULU","TOTAL","PERDESAAN",2014,"MARET",325261
"BENGKULU","TOTAL","PERDESAAN",2014,"SEPTEMBER",346395
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2013,"MARET",NA
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2013,"SEPTEMBER",NA
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2014,"MARET",NA
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2014,"SEPTEMBER",NA
"BENGKULU","TOTAL","PERKOTAAN",2015,"MARET",397489
"BENGKULU","TOTAL","PERKOTAAN",2015,"SEPTEMBER",425642
"BENGKULU","TOTAL","PERKOTAAN",2016,"MARET",430572
"BENGKULU","TOTAL","PERKOTAAN",2016,"SEPTEMBER",458435
"BENGKULU","TOTAL","PERDESAAN",2015,"MARET",372171
"BENGKULU","TOTAL","PERDESAAN",2015,"SEPTEMBER",404179
"BENGKULU","TOTAL","PERDESAAN",2016,"MARET",409863
"BENGKULU","TOTAL","PERDESAAN",2016,"SEPTEMBER",427315
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2015,"MARET",380028
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2015,"SEPTEMBER",410840
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2016,"MARET",416427
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2016,"SEPTEMBER",437185
"BENGKULU","TOTAL","PERKOTAAN",2017,"MARET",477801
"BENGKULU","TOTAL","PERKOTAAN",2017,"SEPTEMBER",490475
"BENGKULU","TOTAL","PERKOTAAN",2018,"MARET",516954
"BENGKULU","TOTAL","PERKOTAAN",2018,"SEPTEMBER",530655
"BENGKULU","TOTAL","PERDESAAN",2017,"MARET",438342
"BENGKULU","TOTAL","PERDESAAN",2017,"SEPTEMBER",449857
"BENGKULU","TOTAL","PERDESAAN",2018,"MARET",465424
"BENGKULU","TOTAL","PERDESAAN",2018,"SEPTEMBER",474010
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2017,"MARET",450647
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2017,"SEPTEMBER",462768
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2018,"MARET",481425
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2018,"SEPTEMBER",492114
"BENGKULU","TOTAL","PERKOTAAN",2019,"MARET",538508
"BENGKULU","TOTAL","PERKOTAAN",2019,"SEPTEMBER",568783
"BENGKULU","TOTAL","PERKOTAAN",2020,"MARET",573222
"BENGKULU","TOTAL","PERKOTAAN",2020,"SEPTEMBER",576921
"BENGKULU","TOTAL","PERDESAAN",2019,"MARET",481918
"BENGKULU","TOTAL","PERDESAAN",2019,"SEPTEMBER",499623
"BENGKULU","TOTAL","PERDESAAN",2020,"MARET",506010
"BENGKULU","TOTAL","PERDESAAN",2020,"SEPTEMBER",509487
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2019,"MARET",499660
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2019,"SEPTEMBER",520293
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2020,"MARET",527032
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2020,"SEPTEMBER",530382
"BENGKULU","TOTAL","PERKOTAAN",2021,"MARET",604269
"BENGKULU","TOTAL","PERKOTAAN",2021,"SEPTEMBER",624573
"BENGKULU","TOTAL","PERKOTAAN",2022,"MARET",647836
"BENGKULU","TOTAL","PERKOTAAN",2022,"SEPTEMBER",686223
"BENGKULU","TOTAL","PERDESAAN",2021,"MARET",524492
"BENGKULU","TOTAL","PERDESAAN",2021,"SEPTEMBER",548327
"BENGKULU","TOTAL","PERDESAAN",2022,"MARET",565952
"BENGKULU","TOTAL","PERDESAAN",2022,"SEPTEMBER",599973
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2021,"MARET",548934
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2021,"SEPTEMBER",572455
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2022,"MARET",590755
"BENGKULU","TOTAL","PERDESAANPERKOTAAN",2022,"SEPTEMBER",625652
"LAMPUNG","MAKANAN","PERKOTAAN",2015,"MARET",260892
"LAMPUNG","MAKANAN","PERKOTAAN",2015,"SEPTEMBER",274255
"LAMPUNG","MAKANAN","PERKOTAAN",2016,"MARET",279240
"LAMPUNG","MAKANAN","PERKOTAAN",2016,"SEPTEMBER",284222
"LAMPUNG","MAKANAN","PERDESAAN",2015,"MARET",251365
"LAMPUNG","MAKANAN","PERDESAAN",2015,"SEPTEMBER",264450
"LAMPUNG","MAKANAN","PERDESAAN",2016,"MARET",272168
"LAMPUNG","MAKANAN","PERDESAAN",2016,"SEPTEMBER",273647
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2015,"MARET",253869
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",267028
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2016,"MARET",274437
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",276216
"LAMPUNG","MAKANAN","PERKOTAAN",2017,"MARET",302761
"LAMPUNG","MAKANAN","PERKOTAAN",2017,"SEPTEMBER",307473
"LAMPUNG","MAKANAN","PERKOTAAN",2018,"MARET",321620
"LAMPUNG","MAKANAN","PERKOTAAN",2018,"SEPTEMBER",327530
"LAMPUNG","MAKANAN","PERDESAAN",2017,"MARET",285183
"LAMPUNG","MAKANAN","PERDESAAN",2017,"SEPTEMBER",286434
"LAMPUNG","MAKANAN","PERDESAAN",2018,"MARET",293926
"LAMPUNG","MAKANAN","PERDESAAN",2018,"SEPTEMBER",299041
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2017,"MARET",289705
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",291600
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2018,"MARET",301234
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",306926
"LAMPUNG","MAKANAN","PERKOTAAN",2019,"MARET",335947
"LAMPUNG","MAKANAN","PERKOTAAN",2019,"SEPTEMBER",344994
"LAMPUNG","MAKANAN","PERKOTAAN",2020,"MARET",364654
"LAMPUNG","MAKANAN","PERKOTAAN",2020,"SEPTEMBER",367275
"LAMPUNG","MAKANAN","PERDESAAN",2019,"MARET",304512
"LAMPUNG","MAKANAN","PERDESAAN",2019,"SEPTEMBER",318866
"LAMPUNG","MAKANAN","PERDESAAN",2020,"MARET",333219
"LAMPUNG","MAKANAN","PERDESAAN",2020,"SEPTEMBER",335769
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2019,"MARET",313620
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",326364
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2020,"MARET",342151
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",344944
"LAMPUNG","MAKANAN","PERKOTAAN",2021,"MARET",375720
"LAMPUNG","MAKANAN","PERKOTAAN",2021,"SEPTEMBER",392074
"LAMPUNG","MAKANAN","PERKOTAAN",2022,"MARET",412358
"LAMPUNG","MAKANAN","PERKOTAAN",2022,"SEPTEMBER",439148
"LAMPUNG","MAKANAN","PERDESAAN",2021,"MARET",347870
"LAMPUNG","MAKANAN","PERDESAAN",2021,"SEPTEMBER",361365
"LAMPUNG","MAKANAN","PERDESAAN",2022,"MARET",372425
"LAMPUNG","MAKANAN","PERDESAAN",2022,"SEPTEMBER",392553
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2021,"MARET",356329
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",370907
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2022,"MARET",384769
"LAMPUNG","MAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",406732
"LAMPUNG","NONMAKANAN","PERKOTAAN",2015,"MARET",109948
"LAMPUNG","NONMAKANAN","PERKOTAAN",2015,"SEPTEMBER",112473
"LAMPUNG","NONMAKANAN","PERKOTAAN",2016,"MARET",113248
"LAMPUNG","NONMAKANAN","PERKOTAAN",2016,"SEPTEMBER",114155
"LAMPUNG","NONMAKANAN","PERDESAAN",2015,"MARET",74918
"LAMPUNG","NONMAKANAN","PERDESAAN",2015,"SEPTEMBER",81638
"LAMPUNG","NONMAKANAN","PERDESAAN",2016,"MARET",82510
"LAMPUNG","NONMAKANAN","PERDESAAN",2016,"SEPTEMBER",84145
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2015,"MARET",84127
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",89744
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2016,"MARET",90485
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",92376
"LAMPUNG","NONMAKANAN","PERKOTAAN",2017,"MARET",117466
"LAMPUNG","NONMAKANAN","PERKOTAAN",2017,"SEPTEMBER",119599
"LAMPUNG","NONMAKANAN","PERKOTAAN",2018,"MARET",122626
"LAMPUNG","NONMAKANAN","PERKOTAAN",2018,"SEPTEMBER",125522
"LAMPUNG","NONMAKANAN","PERDESAAN",2017,"MARET",86711
"LAMPUNG","NONMAKANAN","PERDESAAN",2017,"SEPTEMBER",90615
"LAMPUNG","NONMAKANAN","PERDESAAN",2018,"MARET",92038
"LAMPUNG","NONMAKANAN","PERDESAAN",2018,"SEPTEMBER",93160
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2017,"MARET",95176
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",98583
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2018,"MARET",101073
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",102954
"LAMPUNG","NONMAKANAN","PERKOTAAN",2019,"MARET",127707
"LAMPUNG","NONMAKANAN","PERKOTAAN",2019,"SEPTEMBER",132077
"LAMPUNG","NONMAKANAN","PERKOTAAN",2020,"MARET",136066
"LAMPUNG","NONMAKANAN","PERKOTAAN",2020,"SEPTEMBER",137055
"LAMPUNG","NONMAKANAN","PERDESAAN",2019,"MARET",94425
"LAMPUNG","NONMAKANAN","PERDESAAN",2019,"SEPTEMBER",97828
"LAMPUNG","NONMAKANAN","PERDESAAN",2020,"MARET",100624
"LAMPUNG","NONMAKANAN","PERDESAAN",2020,"SEPTEMBER",101339
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2019,"MARET",104689
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",108311
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2020,"MARET",111581
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",112551
"LAMPUNG","NONMAKANAN","PERKOTAAN",2021,"MARET",140283
"LAMPUNG","NONMAKANAN","PERKOTAAN",2021,"SEPTEMBER",143059
"LAMPUNG","NONMAKANAN","PERKOTAAN",2022,"MARET",148109
"LAMPUNG","NONMAKANAN","PERKOTAAN",2022,"SEPTEMBER",156844
"LAMPUNG","NONMAKANAN","PERDESAAN",2021,"MARET",103341
"LAMPUNG","NONMAKANAN","PERDESAAN",2021,"SEPTEMBER",111553
"LAMPUNG","NONMAKANAN","PERDESAAN",2022,"MARET",120198
"LAMPUNG","NONMAKANAN","PERDESAAN",2022,"SEPTEMBER",130606
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2021,"MARET",115110
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",121713
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2022,"MARET",129270
"LAMPUNG","NONMAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",139260
"LAMPUNG","TOTAL","PERKOTAAN",2013,"MARET",310464
"LAMPUNG","TOTAL","PERKOTAAN",2013,"SEPTEMBER",326468
"LAMPUNG","TOTAL","PERKOTAAN",2014,"MARET",336927
"LAMPUNG","TOTAL","PERKOTAAN",2014,"SEPTEMBER",350024
"LAMPUNG","TOTAL","PERDESAAN",2013,"MARET",265105
"LAMPUNG","TOTAL","PERDESAAN",2013,"SEPTEMBER",284504
"LAMPUNG","TOTAL","PERDESAAN",2014,"MARET",295931
"LAMPUNG","TOTAL","PERDESAAN",2014,"SEPTEMBER",307818
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2013,"MARET",NA
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2013,"SEPTEMBER",NA
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2014,"MARET",NA
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2014,"SEPTEMBER",NA
"LAMPUNG","TOTAL","PERKOTAAN",2015,"MARET",370839
"LAMPUNG","TOTAL","PERKOTAAN",2015,"SEPTEMBER",386728
"LAMPUNG","TOTAL","PERKOTAAN",2016,"MARET",392488
"LAMPUNG","TOTAL","PERKOTAAN",2016,"SEPTEMBER",398378
"LAMPUNG","TOTAL","PERDESAAN",2015,"MARET",326283
"LAMPUNG","TOTAL","PERDESAAN",2015,"SEPTEMBER",346088
"LAMPUNG","TOTAL","PERDESAAN",2016,"MARET",354678
"LAMPUNG","TOTAL","PERDESAAN",2016,"SEPTEMBER",357792
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2015,"MARET",337996
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2015,"SEPTEMBER",356772
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2016,"MARET",364922
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2016,"SEPTEMBER",368592
"LAMPUNG","TOTAL","PERKOTAAN",2017,"MARET",420227
"LAMPUNG","TOTAL","PERKOTAAN",2017,"SEPTEMBER",427072
"LAMPUNG","TOTAL","PERKOTAAN",2018,"MARET",444246
"LAMPUNG","TOTAL","PERKOTAAN",2018,"SEPTEMBER",453053
"LAMPUNG","TOTAL","PERDESAAN",2017,"MARET",371894
"LAMPUNG","TOTAL","PERDESAAN",2017,"SEPTEMBER",377049
"LAMPUNG","TOTAL","PERDESAAN",2018,"MARET",385965
"LAMPUNG","TOTAL","PERDESAAN",2018,"SEPTEMBER",392201
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2017,"MARET",384881
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2017,"SEPTEMBER",390183
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2018,"MARET",402307
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2018,"SEPTEMBER",409880
"LAMPUNG","TOTAL","PERKOTAAN",2019,"MARET",463654
"LAMPUNG","TOTAL","PERKOTAAN",2019,"SEPTEMBER",477071
"LAMPUNG","TOTAL","PERKOTAAN",2020,"MARET",500720
"LAMPUNG","TOTAL","PERKOTAAN",2020,"SEPTEMBER",504330
"LAMPUNG","TOTAL","PERDESAAN",2019,"MARET",398937
"LAMPUNG","TOTAL","PERDESAAN",2019,"SEPTEMBER",416694
"LAMPUNG","TOTAL","PERDESAAN",2020,"MARET",433843
"LAMPUNG","TOTAL","PERDESAAN",2020,"SEPTEMBER",437107
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2019,"MARET",418309
"LAMPUNG","TOTAL","PERDESAANPERKOTAAN",2019,"SEPTEMBER",434675
